Name,RA,DEC,Distance (pc),Ever Observable(I),Always Observable(I),Ever Observable(SE),Always Observable(SE),Fraction of observable time (I),Fraction of observable time (SE)
TIC71347873,7.706225,70.404076,,True,False,True,False,0.832,0.5
TIC71431780,7.78648,68.476685,101.0203,True,False,True,False,0.808,0.39893617021276595
TIC285048486,8.040778999999999,64.79715300000001,60.9047,True,False,True,False,0.788,0.2393617021276596
TIC137500798,8.842334,82.92712,338.7878,True,True,True,True,1.0,1.0
TIC302518439,8.941336,72.533275,,True,False,True,False,0.848,0.6648936170212766
TIC219698776,9.048843,71.636416,43.2404,True,False,True,False,0.828,0.6063829787234043
TIC86280613,9.448072,61.698995999999994,250.4759,True,False,True,False,0.756,0.15425531914893617
TIC147576037,9.622760000000001,68.458703,437.4836,True,False,True,False,0.776,0.43617021276595747
TIC142748283,10.107913,74.827211,,True,False,True,False,0.9,0.8776595744680851
TIC103633434,10.147884,69.27662,39.68,True,False,True,False,0.776,0.48936170212765956
TIC103633672,10.148232,70.39455699999999,84.7838,True,False,True,False,0.792,0.5531914893617021
TIC355867695,10.476271,65.854199,73.7545,True,False,True,False,0.748,0.3351063829787234
TIC310981412,10.761852000000001,69.20078000000001,164.9593,True,False,True,False,0.764,0.5
TIC349827430,10.793937,71.655732,96.7867,True,False,True,False,0.8,0.6436170212765957
TIC99834717,11.011147,64.96384499999999,264.69,True,False,True,False,0.736,0.31382978723404253
TIC99869022,11.125377,61.352577000000004,250.2127,True,False,True,False,0.736,0.17553191489361702
TIC147950620,11.188097,69.964773,150.3149,True,False,True,False,0.768,0.5531914893617021
TIC147951030,11.19102,71.540754,138.858,True,False,True,False,0.792,0.648936170212766
TIC153949511,11.51652,66.796529,101.0662,True,False,True,False,0.736,0.39893617021276595
TIC900715901,11.599103,75.54662900000001,,True,False,True,False,0.904,0.9840425531914894
TIC138588540,11.758706,65.541314,37.8286,True,False,True,False,0.728,0.35106382978723405
TIC365938305,12.048433000000001,74.061009,93.4798,True,False,True,False,0.84,0.851063829787234
TIC160268701,12.169245,77.352263,193.0278,True,True,True,True,1.0,1.0
TIC224297258,12.337525,56.201409,107.387,True,False,True,False,0.66,0.03723404255319149
TIC224298134,12.35588,57.752364,37.1058,True,False,True,False,0.684,0.0851063829787234
TIC417931300,12.418237,60.418346,53.0141,True,False,True,False,0.72,0.17553191489361702
TIC417931607,12.434952000000001,61.258929,92.1812,True,False,True,False,0.716,0.20212765957446807
TIC148914726,12.470393,67.24003,86.6611,True,False,True,False,0.72,0.44148936170212766
TIC154568734,12.753193,72.12308399999999,103.2759,True,False,True,False,0.776,0.7180851063829787
TIC142276270,12.812327,64.855277,84.7436,True,False,True,False,0.708,0.34574468085106386
TIC198485881,12.982641000000001,77.661716,,True,True,True,True,1.0,1.0
TIC229536616,13.054742,67.823436,,True,False,True,False,0.716,0.48404255319148937
TIC142381532,13.081315,63.753261,71.7942,True,False,True,False,0.7,0.30851063829787234
TIC232967440,13.178872,70.768024,132.8604,True,False,True,False,0.744,0.6436170212765957
TIC142387023,13.182082000000001,61.744849,59.5334,True,False,True,False,0.704,0.2393617021276596
TIC467179528,13.199772,65.833697,36.0494,True,False,True,False,0.704,0.39893617021276595
TIC232967666,13.21016,71.618138,210.6327,True,False,True,False,0.76,0.6968085106382979
TIC142394656,13.225906,62.30538000000001,109.901,True,False,True,False,0.7,0.26063829787234044
TIC232971294,13.296176,71.721051,179.1826,True,False,True,False,0.76,0.7074468085106383
TIC232976128,13.370772,66.308533,140.0541,True,False,True,False,0.704,0.42021276595744683
TIC298073824,13.422454,75.982713,310.7134,True,False,True,True,0.896,1.0
TIC153951307,13.425489,68.83606800000001,,True,False,True,False,0.716,0.5425531914893617
TIC341544930,13.440978,65.306343,405.976,True,False,True,False,0.696,0.3776595744680851
TIC153976959,13.569196,67.62123000000001,93.1159,True,False,True,False,0.704,0.48404255319148937
TIC219436394,13.706230999999999,76.647981,164.7609,True,False,True,True,0.928,1.0
TIC219462190,13.870197000000001,75.165261,132.0428,True,False,True,False,0.852,0.9946808510638298
TIC154089169,13.947814000000001,68.618204,94.8965,True,False,True,False,0.708,0.5425531914893617
TIC219466784,13.990560999999998,74.151228,115.7943,True,False,True,False,0.808,0.9042553191489362
TIC441642457,13.992154999999999,58.93291,124.392,True,False,True,False,0.7,0.1595744680851064
TIC160045097,14.205251,74.41179100000001,,True,False,True,False,0.816,0.9308510638297872
TIC445859771,14.274723999999999,58.390253,178.0183,True,False,True,False,0.692,0.14893617021276595
TIC154383539,14.373477,55.334258999999996,,True,False,True,False,0.648,0.05319148936170213
TIC293687315,14.434922,59.444274,324.38,True,False,True,False,0.688,0.18617021276595744
TIC233182695,14.602892,68.94069499999999,148.6348,True,False,True,False,0.7,0.574468085106383
TIC298164705,14.622561,56.666183999999994,150.7386,True,False,True,False,0.664,0.10106382978723404
TIC288185138,14.856097,82.95225400000001,225.8866,True,True,True,True,1.0,1.0
TIC219015370,14.872843,70.476557,335.8635,True,False,True,False,0.712,0.6648936170212766
TIC202426247,15.097114999999999,64.047682,45.9249,True,False,True,False,0.668,0.3670212765957447
TIC159244568,15.145332000000002,82.446925,151.7658,True,True,True,True,1.0,1.0
TIC232540264,15.191191,71.841296,74.0291,True,False,True,False,0.732,0.7553191489361702
TIC202504234,15.354006,63.565284999999996,241.651,True,False,True,False,0.664,0.35106382978723405
TIC272635712,15.410809,67.464751,130.7155,True,False,True,False,0.672,0.5159574468085106
TIC165763244,15.476033,55.18532,,True,False,True,False,0.648,0.07446808510638298
TIC458478250,15.476443,66.358711,126.7234,True,False,True,False,0.668,0.46808510638297873
TIC224313733,15.60661,57.890738,211.7702,True,False,True,False,0.676,0.1595744680851064
TIC272672133,15.616119,67.452579,,True,False,True,False,0.672,0.5212765957446809
TIC272679240,15.634153,69.017531,138.5867,True,False,True,False,0.684,0.601063829787234
TIC405559035,15.657420000000002,55.153498,265.9787,True,False,True,False,0.648,0.07446808510638298
TIC160440924,15.787792000000001,77.23264300000001,366.3406,True,False,True,True,0.936,1.0
TIC272758199,15.821139000000002,71.442944,,True,False,True,False,0.712,0.7446808510638298
TIC160487753,15.868787,74.40674200000001,807.3632,True,False,True,False,0.788,0.9680851063829787
TIC160491359,15.934460999999999,73.07392,95.7799,True,False,True,False,0.744,0.8563829787234043
TIC236714379,15.946764000000002,65.888838,200.1882,True,False,True,False,0.656,0.4574468085106383
TIC237099296,16.020132,68.9373,,True,False,True,False,0.676,0.6063829787234043
TIC237104103,16.088193,70.19004,321.999,True,False,True,False,0.688,0.675531914893617
TIC232982938,16.10415,69.621802,373.9856,True,False,True,False,0.68,0.6436170212765957
TIC160039081,16.105414,53.514641000000005,63.837,True,False,True,False,0.624,0.03723404255319149
TIC232982558,16.117596,67.87764,231.8196,True,False,True,False,0.664,0.5531914893617021
TIC207425167,16.183192000000002,58.294553,,True,False,True,False,0.664,0.18617021276595744
TIC207425203,16.194623999999997,58.477001,773.5149,True,False,True,False,0.664,0.19148936170212766
TIC287080092,16.23259,63.533530000000006,113.7074,True,False,True,False,0.648,0.3723404255319149
TIC230075227,16.291797,68.894664,92.0726,True,False,True,False,0.672,0.6063829787234043
TIC198178505,16.292151,61.368246,94.4671,True,False,True,False,0.652,0.2925531914893617
TIC198187049,16.381930999999998,61.694835999999995,38.6647,True,False,True,False,0.648,0.30851063829787234
TIC198186769,16.387867,62.925121,433.4446,True,False,True,False,0.648,0.35106382978723405
TIC207468071,16.393862,54.690077,192.7116,True,False,True,False,0.644,0.0797872340425532
TIC230086768,16.441605,66.144224,89.9038,True,False,True,False,0.652,0.48404255319148937
TIC198206613,16.469564000000002,63.499098,62.0363,True,False,True,False,0.644,0.3776595744680851
TIC230087585,16.475042000000002,69.030975,,True,False,True,False,0.668,0.6170212765957447
TIC230088370,16.490446,71.505872,298.0981,True,False,True,False,0.704,0.7606382978723404
TIC159510109,16.502316,80.30775600000001,97.6134,True,True,True,True,1.0,1.0
TIC207501148,16.510475,56.399868999999995,168.3388,True,False,True,False,0.664,0.13297872340425532
TIC233009109,16.550216,72.925534,178.5459,True,False,True,False,0.732,0.8617021276595744
TIC198211976,16.555552,63.524496,49.8345,True,False,True,False,0.644,0.3776595744680851
TIC198213332,16.562236,61.718332999999994,223.9341,True,False,True,False,0.644,0.31382978723404253
TIC198212955,16.570220000000003,60.195927000000005,,True,False,True,False,0.652,0.26063829787234044
TIC233497719,16.634666,77.756401,574.9109,True,False,True,True,0.964,1.0
TIC198241702,16.646442999999998,64.55918100000001,,True,False,True,False,0.644,0.42021276595744683
TIC367739494,16.692199,80.04588000000001,142.0152,True,True,True,True,1.0,1.0
TIC233500935,16.715993,76.449587,,True,False,True,True,0.868,1.0
TIC230127302,16.741058,70.429992,,True,False,True,False,0.68,0.7021276595744681
TIC462615350,16.741279000000002,60.086043000000004,,True,False,True,False,0.648,0.26063829787234044
TIC289539327,16.775565,65.71503,297.3624,True,False,True,False,0.644,0.4734042553191489
TIC289580577,16.831322,61.173577,228.123,True,False,True,False,0.644,0.2978723404255319
TIC199688472,16.876022,57.97415,191.2924,True,False,True,False,0.656,0.19148936170212766
TIC289590465,16.896186,65.293961,184.7166,True,False,True,False,0.64,0.4574468085106383
TIC287139872,16.897432000000002,60.709619999999994,103.3271,True,False,True,False,0.644,0.28191489361702127
TIC356016119,16.942836,70.027316,,True,False,True,False,0.672,0.6808510638297872
TIC356700488,16.96371,68.69958100000001,149.5864,True,False,True,False,0.656,0.6117021276595744
TIC224596152,16.966886,57.305263000000004,157.2822,True,False,True,False,0.66,0.1702127659574468
TIC459969957,16.987744,65.747438,179.057,True,False,True,False,0.64,0.4787234042553192
TIC459970307,16.994936,64.699211,94.1371,True,False,True,False,0.636,0.43617021276595747
TIC224600500,16.997239,58.462633,161.8149,True,False,True,False,0.652,0.2127659574468085
TIC367753709,17.026714000000002,79.067126,,True,True,True,True,1.0,1.0
TIC459978312,17.037694000000002,64.600893,111.278,True,False,True,False,0.636,0.4308510638297872
TIC198356533,17.075917,56.842549,103.6065,True,False,True,False,0.66,0.1595744680851064
TIC219850915,17.085304,69.519093,102.8553,True,False,True,False,0.664,0.6595744680851063
TIC198360694,17.106745,57.661032999999996,232.8668,True,False,True,False,0.656,0.18617021276595744
TIC219852882,17.108178,68.843303,115.8373,True,False,True,False,0.656,0.6223404255319149
TIC307956397,17.110818,63.778634999999994,,True,False,True,False,0.636,0.39893617021276595
TIC219852584,17.11148,67.871503,392.5879,True,False,True,False,0.648,0.574468085106383
TIC219854185,17.118043,70.23848100000001,326.2962,True,False,True,False,0.672,0.6968085106382979
TIC237108272,17.14263,78.587055,,True,True,True,True,1.0,1.0
TIC219857012,17.155258,71.876672,73.0412,True,False,True,False,0.7,0.8031914893617021
TIC219860288,17.183155,71.87220400000001,41.3249,True,False,True,False,0.696,0.8031914893617021
TIC198384408,17.185672,56.658901,26.9333,True,False,True,False,0.66,0.1595744680851064
TIC441732151,17.191782999999997,72.13555500000001,,True,False,True,False,0.704,0.8191489361702128
TIC198385543,17.196998,54.527848,47.314,True,False,True,False,0.64,0.09042553191489362
TIC198390247,17.214885,57.197778,78.9216,True,False,True,False,0.656,0.17553191489361702
TIC441739020,17.267817,72.161181,168.8847,True,False,True,False,0.704,0.824468085106383
TIC232612416,17.268239,63.10560699999999,,True,False,True,False,0.632,0.3776595744680851
TIC441738827,17.283635999999998,72.747023,,True,False,True,False,0.716,0.8670212765957447
TIC441739871,17.304278,74.30272099999999,,True,False,True,False,0.76,0.9893617021276596
TIC233680651,17.353537,63.239281999999996,352.0631,True,False,True,False,0.632,0.3829787234042553
TIC233681149,17.357654,65.012281,209.9473,True,False,True,False,0.632,0.4521276595744681
TIC233684293,17.384192000000002,63.110741000000004,249.2088,True,False,True,False,0.632,0.3829787234042553
TIC233684822,17.393526,64.862363,186.2267,True,False,True,False,0.632,0.44680851063829785
TIC219879302,17.40863,67.989121,,True,False,True,False,0.644,0.5851063829787234
TIC219751469,17.413323000000002,61.423520999999994,416.4411,True,False,True,False,0.632,0.3191489361702128
TIC188768068,17.423306,52.790471999999994,27.071,True,False,True,False,0.62,0.047872340425531915
TIC441765914,17.424993,75.88228000000001,127.168,True,False,True,True,0.824,1.0
TIC198456933,17.455784,58.214352000000005,68.2808,True,False,True,False,0.644,0.2127659574468085
TIC198457103,17.461402,57.51055699999999,161.5822,True,False,True,False,0.648,0.19148936170212766
TIC219762508,17.507018,63.123014000000005,,True,False,True,False,0.628,0.3829787234042553
TIC219776325,17.569561,61.121472,193.0278,True,False,True,False,0.632,0.31382978723404253
TIC219778329,17.590138,64.38013199999999,70.3532,True,False,True,False,0.628,0.43617021276595747
TIC441798995,17.60986,77.126216,,True,False,True,True,0.896,1.0
TIC321668398,17.617535,53.021275,536.1355,True,False,True,False,0.62,0.05851063829787234
TIC321669174,17.620151,53.025567,62.4575,True,False,True,False,0.62,0.05851063829787234
TIC441797803,17.625263,73.261193,342.7945,True,False,True,False,0.724,0.9095744680851063
TIC1400770435,17.664103,56.078974,,True,False,True,False,0.656,0.14893617021276595
TIC320525204,17.664103,56.078972,121.6086,True,False,True,False,0.656,0.14893617021276595
TIC332477926,17.706287,57.447770999999996,,True,False,True,False,0.644,0.19148936170212766
TIC165527918,17.742247,54.090970999999996,179.3529,True,False,True,False,0.632,0.09042553191489362
TIC165530380,17.76043,59.514199,252.8253,True,False,True,False,0.632,0.26063829787234044
TIC233211762,17.779072,70.784502,152.008,True,False,True,False,0.668,0.7446808510638298
TIC165551882,17.784489,57.226662,48.116,True,False,True,False,0.644,0.18617021276595744
TIC165554103,17.795438,55.872814,136.2546,True,False,True,False,0.656,0.14893617021276595
TIC341815197,17.820478,54.415932,,True,False,True,False,0.636,0.10106382978723404
TIC341815767,17.834681,54.636127,161.041,True,False,True,False,0.64,0.11170212765957446
TIC356311210,17.867738,53.730699,201.1263,True,False,True,False,0.632,0.0851063829787234
TIC219821826,17.868636,62.79094,,True,False,True,False,0.624,0.3776595744680851
TIC233047097,17.910726999999998,60.356411,,True,False,True,False,0.628,0.2925531914893617
TIC233059608,17.987159,64.14264399999999,66.4907,True,False,True,False,0.62,0.43617021276595747
TIC233066156,18.018507,61.347153000000006,728.6505,True,False,True,False,0.624,0.32978723404255317
TIC233068569,18.037206,63.54963000000001,,True,False,True,False,0.62,0.4095744680851064
TIC233071926,18.049287,60.417638000000004,,True,False,True,False,0.624,0.2978723404255319
TIC233071822,18.053736999999998,60.675192,70.2731,True,False,True,False,0.624,0.30851063829787234
TIC229586455,18.091235,75.145628,,True,False,True,True,0.78,1.0
TIC233078665,18.107459,62.176751,,True,False,True,False,0.62,0.3617021276595745
TIC233087860,18.146929999999998,60.678188,58.6941,True,False,True,False,0.624,0.30851063829787234
TIC298647682,18.150949,53.217729000000006,,True,False,True,False,0.628,0.07446808510638298
TIC288516853,18.233154000000003,80.658462,157.4878,True,True,True,True,1.0,1.0
TIC233120979,18.235283,62.858243,,True,False,True,False,0.616,0.3882978723404255
TIC356978132,18.252114000000002,56.878102,207.1637,True,False,True,False,0.64,0.18617021276595744
TIC229608594,18.300804,74.466535,84.3789,True,False,True,True,0.748,1.0
TIC406855039,18.324701,71.248626,240.3211,True,False,True,False,0.668,0.7872340425531915
TIC233688779,18.359573,62.369002,139.6395,True,False,True,False,0.616,0.3723404255319149
TIC356867115,18.390836,71.581748,91.1087,True,False,True,False,0.672,0.8085106382978723
TIC233720539,18.425286,63.488103,628.338,True,False,True,False,0.612,0.42021276595744683
TIC233721037,18.426270000000002,64.636881,204.4112,True,False,True,False,0.612,0.4627659574468085
TIC367855829,18.457876000000002,73.264575,173.1242,True,False,True,False,0.708,0.9308510638297872
TIC353782445,18.462526,55.755753000000006,143.6245,True,False,True,False,0.644,0.1595744680851064
TIC1551345500,18.486201,55.313106999999995,,True,False,True,False,0.648,0.14361702127659576
TIC233735068,18.498457000000002,61.049501,,True,False,True,False,0.616,0.32978723404255317
TIC288631580,18.528346,82.305949,122.9302,True,True,True,True,1.0,1.0
TIC298663873,18.529575,56.650679000000004,117.0796,True,False,True,False,0.636,0.18617021276595744
TIC298666530,18.559994,58.205529000000006,151.805,True,False,True,False,0.628,0.2393617021276596
TIC229715760,18.599301999999998,70.16075699999999,,True,False,True,False,0.648,0.7287234042553191
TIC359496368,18.606733,55.391787,36.7616,True,False,True,False,0.644,0.14893617021276595
TIC288636342,18.630957000000002,78.61111,344.4712,True,True,True,True,1.0,1.0
TIC288636599,18.649632999999998,79.23835,376.3643,True,True,True,True,1.0,1.0
TIC229742722,18.655451,69.522873,225.8458,True,False,True,False,0.636,0.6914893617021277
TIC229747848,18.688445,70.290054,148.0977,True,False,True,False,0.648,0.7393617021276596
TIC229750058,18.711945,66.303112,,True,False,True,False,0.612,0.5372340425531915
TIC229650439,18.728251999999998,74.937833,110.8672,True,False,True,True,0.76,1.0
TIC232635922,18.742419,54.949899,,True,False,True,False,0.644,0.13829787234042554
TIC233541860,18.746525,62.685643999999996,44.4101,True,False,True,False,0.608,0.39361702127659576
TIC232641326,18.763281,56.381701,650.9145,True,False,True,False,0.636,0.18617021276595744
TIC48018596,18.771746,50.492466,126.7411,True,False,True,False,0.6,0.010638297872340425
TIC424391516,18.771843,75.30336700000001,244.242,True,False,True,True,0.772,1.0
TIC232650365,18.784514,54.910681999999994,,True,False,True,False,0.644,0.13829787234042554
TIC288735205,18.806678,79.256476,,True,True,True,True,1.0,1.0
TIC229770036,18.811557,70.840191,102.0096,True,False,True,False,0.652,0.7712765957446809
TIC394029948,18.815309,78.568946,183.2878,True,True,True,True,1.0,1.0
TIC232679662,18.831636,55.26639300000001,,True,False,True,False,0.64,0.14893617021276595
TIC1717732429,18.831636,55.26639,893.017,True,False,True,False,0.64,0.14893617021276595
TIC233602827,18.849149,64.419466,,True,False,True,False,0.604,0.4627659574468085
TIC394050135,18.853017,82.245414,339.2706,True,True,True,True,1.0,1.0
TIC229781583,18.902369,69.633534,,True,False,True,False,0.636,0.7074468085106383
TIC236815160,18.909166,59.76319300000001,,True,False,True,False,0.612,0.2978723404255319
TIC233617847,18.919636999999998,64.53137,,True,False,True,False,0.604,0.46808510638297873
TIC229787062,18.934845000000003,70.25412,,True,False,True,False,0.64,0.7393617021276596
TIC267574918,18.961045000000002,53.509024,31.8,True,False,True,False,0.628,0.10106382978723404
TIC229791084,18.962927,69.570837,568.214,True,False,True,False,0.632,0.7021276595744681
TIC233633993,18.984516,60.154455000000006,147.217,True,False,True,False,0.612,0.30851063829787234
TIC230375747,19.001378,63.42983,,True,False,True,False,0.604,0.4308510638297872
TIC230377505,19.013707,60.233670999999994,161.9381,True,False,True,False,0.608,0.31382978723404253
TIC235678745,19.042435,75.418514,41.9685,True,False,True,True,0.776,1.0
TIC230386259,19.048568,63.948848999999996,,True,False,True,False,0.604,0.4521276595744681
TIC230386397,19.052401,64.23025600000001,,True,False,True,False,0.604,0.4627659574468085
TIC230387153,19.061446,65.78567199999999,203.4464,True,False,True,False,0.604,0.526595744680851
TIC377191482,19.062473999999998,59.164074,390.5792,True,False,True,False,0.612,0.2765957446808511
TIC362220495,19.081864000000003,79.755949,34.2353,True,True,True,True,1.0,1.0
TIC377290815,19.106199,56.629312,287.3646,True,False,True,False,0.628,0.19680851063829788
TIC1718201850,19.116437,71.712195,,True,False,True,False,0.664,0.8351063829787234
TIC258777137,19.116476000000002,71.712375,,True,False,True,False,0.664,0.8351063829787234
TIC258777134,19.116525,71.7136,,True,False,True,False,0.664,0.8351063829787234
TIC377293776,19.123604,59.086625,22.4614,True,False,True,False,0.612,0.2765957446808511
TIC258801269,19.135006,66.290697,374.7002,True,False,True,False,0.604,0.5478723404255319
TIC377304435,19.136677,55.303691,512.3738,True,False,True,False,0.636,0.1595744680851064
TIC416195870,19.149473,57.344126,,True,False,True,False,0.62,0.22340425531914893
TIC235683377,19.152807,74.174276,41.215,True,False,True,True,0.724,1.0
TIC258829450,19.177754999999998,66.76809300000001,,True,False,True,False,0.608,0.5691489361702128
TIC229938290,19.178734,64.153662,88.625,True,False,True,False,0.6,0.4627659574468085
TIC258871793,19.192985999999998,66.32806500000001,,True,False,True,False,0.604,0.5531914893617021
TIC229940491,19.203301,63.657061,342.2548,True,False,True,False,0.6,0.44148936170212766
TIC284361752,19.207238,54.640427,192.4594,True,False,True,False,0.64,0.13829787234042554
TIC229944666,19.225665,62.203124,,True,False,True,False,0.6,0.3882978723404255
TIC229951289,19.245028,60.670947999999996,166.6028,True,False,True,False,0.604,0.3351063829787234
TIC421308357,19.25454,57.760569,540.161,True,False,True,False,0.616,0.2393617021276596
TIC243313296,19.300889,56.236779000000006,43.6378,True,False,True,False,0.628,0.19148936170212766
TIC243335710,19.324107,59.670111999999996,,True,False,True,False,0.608,0.30319148936170215
TIC1884091865,19.340591,61.085446999999995,,True,False,True,False,0.6,0.35106382978723405
TIC420112587,19.344932,73.195993,30.5642,True,False,True,False,0.692,0.9414893617021277
TIC420112589,19.344932,73.19510799999999,30.5482,True,False,True,False,0.692,0.9414893617021277
TIC230001847,19.374660000000002,60.85390400000001,544.4251,True,False,True,False,0.6,0.34574468085106386
TIC284450803,19.380598000000003,56.615388,301.8412,True,False,True,False,0.624,0.20212765957446807
TIC235905185,19.391828,78.75421700000001,,True,True,True,True,1.0,1.0
TIC284477310,19.408398000000002,56.881296,246.5362,True,False,True,False,0.62,0.2127659574468085
TIC284475976,19.410826,55.473027,460.151,True,False,True,False,0.632,0.1702127659574468
TIC259126549,19.427457,69.11298000000001,,True,False,True,False,0.62,0.6914893617021277
TIC230017324,19.431020999999998,61.776153,,True,False,True,False,0.596,0.3776595744680851
TIC230017325,19.431275,61.776068,,True,False,True,False,0.596,0.3776595744680851
TIC284564230,19.434935,58.51018199999999,318.2079,True,False,True,False,0.612,0.26595744680851063
TIC259129875,19.458682999999997,68.01469499999999,586.4071,True,False,True,False,0.608,0.6329787234042553
TIC26547036,19.477795999999998,53.487368999999994,109.535,True,False,True,False,0.624,0.11170212765957446
TIC352239069,19.479739000000002,58.614764,248.8491,True,False,True,False,0.608,0.2712765957446808
TIC259168516,19.487599,65.973802,,True,False,True,False,0.6,0.5425531914893617
TIC229400092,19.497255,62.529189,267.5227,True,False,True,False,0.596,0.40425531914893614
TIC287190564,19.500345000000003,54.108503000000006,700.5254,True,False,True,False,0.636,0.13297872340425532
TIC287196418,19.515609,59.403853000000005,283.238,True,False,True,False,0.604,0.2978723404255319
TIC259172391,19.517849,71.49735799999999,216.5909,True,False,True,False,0.652,0.8297872340425532
TIC237201858,19.521554000000002,72.538317,235.0895,True,False,True,False,0.672,0.898936170212766
TIC237200747,19.5355,74.89107299999999,,True,False,True,True,0.744,1.0
TIC26880783,19.562904999999997,53.464527000000004,605.4002,True,False,True,False,0.628,0.11170212765957446
TIC235937532,19.594307,81.55479100000001,613.6852,True,True,True,True,1.0,1.0
TIC229455001,19.619405,60.881302000000005,114.7671,True,False,True,False,0.596,0.35106382978723405
TIC237211410,19.62507,74.78231,244.3375,True,False,True,True,0.74,1.0
TIC264171144,19.626011,66.971432,180.424,True,False,True,False,0.6,0.5904255319148937
TIC400430915,19.692148,57.325664,,True,False,True,False,0.612,0.23404255319148937
TIC235943205,19.728516,78.72591899999999,190.2226,True,True,True,True,1.0,1.0
TIC237222864,19.749641,74.06285799999999,66.0759,True,False,True,True,0.712,1.0
TIC229490898,19.750487,64.791904,,True,False,True,False,0.592,0.5
TIC264303333,19.757,67.310971,142.6717,True,False,True,False,0.6,0.6063829787234043
TIC258389327,19.780686,70.071943,,True,False,True,False,0.624,0.75
TIC229510866,19.814388,64.354351,305.4368,True,False,True,False,0.588,0.48404255319148937
TIC237232044,19.826579000000002,76.139178,86.0163,True,False,True,True,0.796,1.0
TIC280031353,19.827745999999998,68.883354,,True,False,True,False,0.612,0.6861702127659575
TIC267489265,19.918751999999998,54.781448,289.0173,True,False,True,False,0.628,0.1595744680851064
TIC405763009,19.962683,56.971091,32.6402,True,False,True,False,0.612,0.22872340425531915
TIC256621916,20.032559,60.246367000000006,,True,False,True,False,0.592,0.3351063829787234
TIC293954617,20.04103,53.377442,41.2196,True,False,True,False,0.624,0.12234042553191489
TIC294176967,20.053673999999997,52.040842,901.8759,True,False,True,False,0.616,0.0797872340425532
TIC294179389,20.055909,53.29561999999999,249.6131,True,False,True,False,0.628,0.11702127659574468
TIC294179385,20.056154,53.29418100000001,,True,False,True,False,0.628,0.11702127659574468
TIC233390838,20.103951000000002,59.490770999999995,238.186,True,False,True,False,0.596,0.31382978723404253
TIC405904232,20.104175,52.164181,319.0709,True,False,True,False,0.616,0.0851063829787234
TIC294471966,20.13343,51.361796000000005,134.3815,True,False,True,False,0.608,0.06382978723404255
TIC269701147,20.135042000000002,66.850301,53.6921,True,False,True,False,0.592,0.5957446808510638
TIC402898317,20.182502,70.869653,82.9972,True,False,True,False,0.628,0.8031914893617021
TIC236887394,20.225458,65.16233100000001,186.612,True,False,True,False,0.584,0.526595744680851
TIC236934268,20.284442000000002,65.15384399999999,206.1006,True,False,True,False,0.584,0.526595744680851
TIC236934937,20.286604,65.87155899999999,69.5183,True,False,True,False,0.584,0.5531914893617021
