target name,ever observable,always observable,fraction of time observable
TIC137500798,True,False,0.7132459970887919
TIC288185138,True,False,0.7088791848617176
TIC159244568,True,False,0.6972343522561864
TIC315755496,True,False,0.6943231441048034
TIC158002130,True,False,0.6914119359534207
TIC288631580,True,False,0.6914119359534207
TIC394050135,True,False,0.6899563318777293
TIC470159478,True,False,0.6797671033478894
TIC235937532,True,False,0.6783114992721979
TIC372757221,True,False,0.6768558951965066
TIC470127886,True,False,0.6754002911208151
TIC288516853,True,False,0.6652110625909753
TIC159510109,True,False,0.660844250363901
TIC367739494,True,False,0.6579330422125182
TIC142117976,True,False,0.6026200873362445
TIC142090065,True,False,0.6011644832605532
TIC362220495,True,False,0.5967976710334789
TIC288132261,True,False,0.5691411935953421
TIC264544388,True,False,0.5691411935953421
TIC428988981,True,False,0.5487627365356623
TIC435680451,True,False,0.5283842794759825
TIC288735205,True,False,0.5283842794759825
TIC288636599,True,False,0.5269286754002911
TIC367753709,True,False,0.512372634643377
TIC235905185,True,False,0.487627365356623
TIC235943205,True,False,0.487627365356623
TIC367102581,True,False,0.48180494905385735
TIC288636342,True,False,0.4774381368267831
TIC237108272,True,False,0.4774381368267831
TIC394029948,True,False,0.4774381368267831
TIC407394748,True,False,0.44395924308588064
TIC395393265,True,False,0.438136826783115
TIC233497719,True,False,0.4294032023289665
TIC198485881,True,False,0.4264919941775837
TIC317507345,True,False,0.42358078602620086
TIC364074068,True,False,0.42212518195050946
TIC160268701,True,False,0.4148471615720524
TIC160440924,True,False,0.4090247452692867
TIC441798995,True,False,0.4032023289665211
TIC417705690,True,False,0.3915574963609898
TIC396562848,True,False,0.38719068413391555
TIC219436394,True,False,0.3813682678311499
TIC233500935,True,False,0.37700145560407566
TIC445805961,True,False,0.37554585152838427
TIC237232044,True,False,0.3682678311499272
TIC298073824,True,False,0.363901018922853
TIC441765914,True,False,0.35953420669577874
TIC900715901,True,False,0.3522561863173217
TIC367858035,True,False,0.34934497816593885
TIC317597583,True,False,0.34788937409024745
TIC420645189,True,False,0.34643377001455605
TIC103195323,True,False,0.34497816593886466
TIC235678745,True,False,0.34497816593886466
TIC424391516,True,False,0.3406113537117904
TIC219462190,True,False,0.3406113537117904
TIC229586455,True,False,0.33770014556040756
TIC142748283,True,False,0.33478893740902477
TIC229650439,True,False,0.33478893740902477
TIC317397615,True,False,0.3333333333333333
TIC237200747,True,False,0.3318777292576419
TIC237211410,True,False,0.3289665211062591
TIC468574941,True,False,0.32751091703056767
TIC160487753,True,False,0.3231441048034934
TIC160045097,True,False,0.3231441048034934
TIC229608594,True,False,0.32023289665211063
TIC265146266,True,False,0.31877729257641924
TIC219466784,True,False,0.3173216885007278
TIC441739871,True,False,0.3173216885007278
TIC365938305,True,False,0.3158660844250364
TIC235683377,True,False,0.3158660844250364
TIC237222864,True,False,0.314410480349345
TIC138168780,True,False,0.3129548762736536
TIC103448870,True,False,0.29839883551673946
TIC441797803,True,False,0.2954876273653566
TIC160491359,True,False,0.2954876273653566
TIC367855829,True,False,0.2954876273653566
TIC420112589,True,False,0.2940320232896652
TIC420112587,True,False,0.2940320232896652
TIC233009109,True,False,0.28966521106259097
TIC302518439,True,False,0.28820960698689957
TIC441738827,True,False,0.28820960698689957
TIC422756130,True,False,0.2852983988355167
TIC364186197,True,False,0.2838427947598253
TIC367099243,True,False,0.2823871906841339
TIC237201858,True,False,0.2823871906841339
TIC154568734,True,False,0.28093158660844253
TIC302773669,True,False,0.2780203784570597
TIC441739020,True,False,0.2780203784570597
TIC441732151,True,False,0.2765647743813683
TIC219860288,True,False,0.27365356622998543
TIC232971294,True,False,0.27365356622998543
TIC219857012,True,False,0.27365356622998543
TIC232540264,True,False,0.27365356622998543
TIC232967666,True,False,0.27365356622998543
TIC219698776,True,False,0.27219796215429404
TIC258777137,True,False,0.27074235807860264
TIC1718201850,True,False,0.27074235807860264
TIC349827430,True,False,0.27074235807860264
TIC147951030,True,False,0.27074235807860264
TIC258777134,True,False,0.27074235807860264
TIC230088370,True,False,0.2692867540029112
TIC259172391,True,False,0.2678311499272198
TIC356867115,True,False,0.2678311499272198
TIC272758199,True,False,0.2678311499272198
TIC427730490,True,False,0.264919941775837
TIC406855039,True,False,0.26346433770014555
TIC387260717,True,False,0.26200873362445415
TIC232967440,True,False,0.2590975254730713
TIC258514800,True,False,0.2576419213973799
TIC233211762,True,False,0.2576419213973799
TIC402898317,True,False,0.2576419213973799
TIC229770036,True,False,0.2576419213973799
TIC219015370,True,False,0.2561863173216885
TIC387527558,True,False,0.2561863173216885
TIC103633672,True,False,0.2561863173216885
TIC71347873,True,False,0.2561863173216885
TIC230127302,True,False,0.2547307132459971
TIC237104103,True,False,0.2547307132459971
TIC229787062,True,False,0.25327510917030566
TIC219854185,True,False,0.25327510917030566
TIC229747848,True,False,0.25181950509461426
TIC356016119,True,False,0.24890829694323144
TIC387834907,True,False,0.24890829694323144
TIC258389327,True,False,0.24890829694323144
TIC147950620,True,False,0.24890829694323144
TIC229715760,True,False,0.24890829694323144
TIC427320001,True,False,0.24745269286754004
TIC427654774,True,False,0.24599708879184862
TIC232982938,True,False,0.2445414847161572
TIC229781583,True,False,0.2430858806404658
TIC219850915,True,False,0.2430858806404658
TIC229791084,True,False,0.2430858806404658
TIC408618999,True,False,0.2430858806404658
TIC103633434,True,False,0.2430858806404658
TIC229742722,True,False,0.2430858806404658
TIC376353509,True,False,0.2430858806404658
TIC376637093,True,False,0.24163027656477437
TIC310981412,True,False,0.24163027656477437
TIC237099296,True,False,0.23871906841339155
TIC233182695,True,False,0.23871906841339155
TIC322062001,True,False,0.23726346433770015
TIC376682699,True,False,0.23726346433770015
TIC376838000,True,False,0.23726346433770015
TIC230075227,True,False,0.23726346433770015
TIC272679240,True,False,0.23580786026200873
TIC259126549,True,False,0.23580786026200873
TIC230087585,True,False,0.23580786026200873
TIC322054600,True,False,0.23580786026200873
TIC366074069,True,False,0.23580786026200873
TIC153951307,True,False,0.23580786026200873
TIC387413037,True,False,0.23580786026200873
TIC71431780,True,False,0.23435225618631733
TIC350132371,True,False,0.23435225618631733
TIC280031353,True,False,0.23435225618631733
TIC154089169,True,False,0.23435225618631733
TIC219852882,True,False,0.2328966521106259
TIC147576037,True,False,0.2328966521106259
TIC356700488,True,False,0.2328966521106259
TIC321688498,True,False,0.2314410480349345
TIC322202434,True,False,0.2314410480349345
TIC265460043,True,False,0.22998544395924309
TIC219879302,True,False,0.22852983988355166
TIC388076005,True,False,0.22707423580786026
TIC149833117,True,False,0.22707423580786026
TIC422656370,True,False,0.22707423580786026
TIC461387302,True,False,0.22561863173216884
TIC259129875,True,False,0.22561863173216884
TIC229536616,True,False,0.22561863173216884
TIC375850439,True,False,0.22561863173216884
TIC272672133,True,False,0.22561863173216884
TIC377144784,True,False,0.22561863173216884
TIC232982558,True,False,0.22416302765647744
TIC272635712,True,False,0.22416302765647744
TIC219852584,True,False,0.22416302765647744
TIC153976959,True,False,0.22416302765647744
TIC148914726,True,False,0.22270742358078602
TIC468828873,True,False,0.2197962154294032
TIC153949511,True,False,0.2197962154294032
TIC264303333,True,False,0.2197962154294032
TIC407059875,True,False,0.2183406113537118
TIC396740648,True,False,0.21688500727802038
TIC264171144,True,False,0.21688500727802038
TIC102672709,True,False,0.21688500727802038
TIC258829450,True,False,0.21542940320232898
TIC232976128,True,False,0.21542940320232898
TIC52041724,True,False,0.21397379912663755
TIC427761355,True,False,0.21397379912663755
TIC458478250,True,False,0.21397379912663755
TIC269701147,True,False,0.21397379912663755
TIC389900760,True,False,0.21251819505094613
TIC258801269,True,False,0.21251819505094613
TIC372264750,True,False,0.21251819505094613
TIC229750058,True,False,0.21106259097525473
TIC387259626,True,False,0.21106259097525473
TIC321857016,True,False,0.21106259097525473
TIC258871793,True,False,0.21106259097525473
TIC355867695,True,False,0.21106259097525473
TIC230086768,True,False,0.2096069868995633
TIC284050395,True,False,0.2096069868995633
TIC53617134,True,False,0.2096069868995633
TIC467179528,True,False,0.2096069868995633
TIC138588540,True,False,0.2096069868995633
TIC236934937,True,False,0.2081513828238719
TIC259168516,True,False,0.2081513828238719
TIC230387153,True,False,0.2081513828238719
TIC258510872,True,False,0.2081513828238719
TIC236714379,True,False,0.2081513828238719
TIC459969957,True,False,0.2081513828238719
TIC377739433,True,False,0.2066957787481805
TIC289539327,True,False,0.2066957787481805
TIC99834717,True,False,0.2066957787481805
TIC142276270,True,False,0.2052401746724891
TIC285048486,True,False,0.2052401746724891
TIC365733349,True,False,0.2052401746724891
TIC341544930,True,False,0.20378457059679767
TIC374400599,True,False,0.20378457059679767
TIC236934268,True,False,0.20232896652110627
TIC289590465,True,False,0.20232896652110627
TIC233684822,True,False,0.20232896652110627
TIC233681149,True,False,0.20232896652110627
TIC455962313,True,False,0.20232896652110627
TIC316468545,True,False,0.20232896652110627
TIC236887394,True,False,0.20232896652110627
TIC459970307,True,False,0.20087336244541484
TIC459978312,True,False,0.20087336244541484
TIC233617847,True,False,0.20087336244541484
TIC233059608,True,False,0.19941775836972345
TIC219778329,True,False,0.19941775836972345
TIC405794804,True,False,0.19941775836972345
TIC418987806,True,False,0.19941775836972345
TIC233602827,True,False,0.19941775836972345
TIC233721037,True,False,0.19796215429403202
TIC198241702,True,False,0.19796215429403202
TIC339538183,True,False,0.19796215429403202
TIC202426247,True,False,0.19796215429403202
TIC229490898,True,False,0.19796215429403202
TIC365673804,True,False,0.1965065502183406
TIC229510866,True,False,0.1965065502183406
TIC142381532,True,False,0.1965065502183406
TIC230386259,True,False,0.1950509461426492
TIC230386397,True,False,0.1950509461426492
TIC229938290,True,False,0.1950509461426492
TIC270238522,True,False,0.1950509461426492
TIC307956397,True,False,0.19359534206695778
TIC287080092,True,False,0.19359534206695778
TIC444415148,True,False,0.19359534206695778
TIC219762508,True,False,0.19359534206695778
TIC202504234,True,False,0.19359534206695778
TIC233068569,True,False,0.19359534206695778
TIC233680651,True,False,0.19213973799126638
TIC50120414,True,False,0.19213973799126638
